,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
548,Public Class,com.android.gallery3d.filtershow.imageshow.ImageMirror,1,1,5,0,8,3,61,8,8,39,3,75,Lines Increased
549,Public Abstract Class,com.android.gallery3d.filtershow.imageshow.ImagePoint,1,1,5,1,7,2,61,8,7,46,3,80,Lines Increased
550,Public Class,com.android.gallery3d.filtershow.imageshow.ImageRedEye,2,1,4,0,5,1,66,5,4,94,4,60,Lines Increased
551,Public Class,com.android.gallery3d.filtershow.imageshow.ImageRotate,1,1,5,0,9,3,62,9,9,42,3,74,Lines Increased
552,Public Class,com.android.gallery3d.filtershow.imageshow.ImageShow,2,4,11,10,51,38,53,53,40,784,2,96,Lines Increased
553,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageShow.onDoubleTap.(Anon_3),1,1,1,0,1,0,1,1,1,6,2,0,No Change
554,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageShow.onDoubleTap.(Anon_4),1,1,2,0,4,0,4,4,4,16,2,0,No Change
555,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageShow.startAnimTranslation.(Anon_1),1,1,1,0,1,0,1,1,1,8,2,0,No Change
556,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageShow.startAnimTranslation.(Anon_2),1,1,1,0,1,0,1,1,1,8,2,0,No Change
557,Public Class,com.android.gallery3d.filtershow.imageshow.ImageStraighten,2,1,9,0,12,22,67,14,9,243,3,87,Lines Increased
558,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageStraighten.hidesGrid.(Anon_1),1,1,1,0,1,0,1,1,1,6,2,0,No Change
559,Public Class,com.android.gallery3d.filtershow.imageshow.ImageTinyPlanet,1,1,5,0,8,13,62,9,6,123,3,79,Lines Increased
560,Anonymous Class,com.android.gallery3d.filtershow.imageshow.ImageTinyPlanet.(Anon_1),1,1,4,0,3,1,3,3,3,25,2,33,No Change
561,Public Class,com.android.gallery3d.filtershow.imageshow.ImageVignette,2,1,6,0,8,5,61,8,8,183,3,60,Lines Increased
562,Static Class,com.android.gallery3d.filtershow.imageshow.ImageVignette.OvalSpaceAdapter,1,2,0,0,10,8,10,10,10,79,1,33,No Change
563,Public Interface,com.android.gallery3d.filtershow.imageshow.Line,0,0,0,1,6,0,6,6,0,7,0,0,Lines Increased
564,Public Class,com.android.gallery3d.filtershow.imageshow.MasterImage,1,2,20,0,88,46,91,91,88,663,1,97,Lines Increased
565,Anonymous Class,com.android.gallery3d.filtershow.imageshow.MasterImage.(Anon_1),2,1,2,0,1,0,1,1,1,9,2,0,No Change
566,Anonymous Class,com.android.gallery3d.filtershow.imageshow.MasterImage.onNewLook.(Anon_2),3,1,1,0,1,0,1,1,1,11,2,0,No Change
567,Anonymous Class,com.android.gallery3d.filtershow.imageshow.MasterImage.onNewLook.(Anon_3),1,1,1,0,4,0,4,4,4,18,2,0,No Change
568,Public Interface,com.android.gallery3d.filtershow.imageshow.Oval,0,0,0,2,8,0,8,8,0,9,0,0,Lines Increased
569,Public Class,com.android.gallery3d.filtershow.imageshow.Spline,2,1,1,0,20,3,24,24,20,346,1,81,Lines Increased
570,Public Class,com.android.gallery3d.filtershow.info.HistogramView,2,1,1,0,4,6,4,4,3,102,2,75,Lines Increased
571,Class,com.android.gallery3d.filtershow.info.HistogramView.ComputeHistogramTask,2,1,1,0,2,0,2,2,0,30,2,0,No Change
572,Public Class,com.android.gallery3d.filtershow.info.InfoPanel,4,1,3,0,2,5,2,2,1,90,2,50,Lines Increased
573,Public Class,com.android.gallery3d.filtershow.pipeline.Buffer,1,1,4,0,9,4,9,9,9,59,1,63,Lines Increased
574,Public Class,com.android.gallery3d.filtershow.pipeline.CacheProcessing,7,1,4,0,5,1,5,5,2,245,1,19,Lines Increased
575,Static Class,com.android.gallery3d.filtershow.pipeline.CacheProcessing.CacheStep,3,1,4,0,6,2,7,7,7,88,1,57,No Change
576,Public Class,com.android.gallery3d.filtershow.pipeline.CachingPipeline,2,2,9,0,26,15,29,29,25,396,1,87,Lines Increased
577,Public Class,com.android.gallery3d.filtershow.pipeline.FilterEnvironment,1,1,9,0,23,8,23,23,23,112,1,86,Lines Increased
578,Public Class,com.android.gallery3d.filtershow.pipeline.FullresRenderingRequestTask,1,1,6,0,8,2,19,8,8,50,2,56,Lines Increased
579,Static Class,com.android.gallery3d.filtershow.pipeline.FullresRenderingRequestTask.Render,0,2,1,0,0,1,0,0,0,3,1,0,No Change
580,Static Class,com.android.gallery3d.filtershow.pipeline.FullresRenderingRequestTask.RenderResult,0,2,1,0,0,1,0,0,0,3,1,0,No Change
581,Public Class,com.android.gallery3d.filtershow.pipeline.HighresRenderingRequestTask,1,1,6,0,10,2,21,10,10,56,2,60,No Change
582,Static Class,com.android.gallery3d.filtershow.pipeline.HighresRenderingRequestTask.Render,0,2,1,0,0,1,0,0,0,3,1,0,No Change
